Signatura,Denominació comercial,Subgrups,Grups,Categoria,Inici d'activitat,Estat,Municipi,Localitat,Adreça,UTM (X),UTM(Y),Places,Nombre habitacions,Explotador/s,Columna amb nova georeferència
AG/189,SON GALCERAN,Agroturisme,Allotjaments,,21/10/2009,Alta,ESPORLES,Esporles,Polígon 5 PARCEL.LA 23,,,39,20,"SON GALCERAN D'ESPORLES,SLU (B57144180)",
AG/19,SON VENT,Agroturisme,Allotjaments,,18/10/1993,Alta,FELANITX,Felanitx,"POLIG.37, PARCELA 174, S/N. 07200 FELANITX, Mallorca","513,822.1","4,361,205.42",16,7,LEIPZIGER Y PARTNER RELACIONES PUBLSL (B07172315),POINT (3.160532036832209 39.40023958468211)
AG/190,SA DUAIA D'ABAIX,Agroturisme,Allotjaments,,04/12/2009,Alta,ARTÀ,Artà,"Polígon 6 Parcel·la 3. 07570 ARTÀ, Mallorca","534,658.89","4,399,150.65",22,11,"PLAYAS DE ARTA, SL (A07122005)",POINT (3.404511874761377 39.741549927195756)
AG/193,SON BERGA,Agroturisme,Allotjaments,,01/02/2010,Alta,ALARÓ,Alaró,"POLÍGON 2, PARCEL·LES PART DE LA 9, 131 I PART DE LA 132, S/N. 07340 ALARÓ, Mallorca","483,065.653633","4,397,091.34658",4,2,"SON BERGA, SA (A07266695)",POINT (2.8024065682989985 39.723531788506435)
AG/195,SON PIERAS,Agroturisme,Allotjaments,,03/03/2010,Alta,LLUCMAJOR,Llucmajor,"LLUCMAJOR - S'ARANJASSA, KM 3, PARCEL·ES 371, 867 I 868, S/N. 07620 LLUCMAJOR, Mallorca","487,765.48","4,371,622.19",10,5,MIGUEL MONSERRAT VIDAL,POINT (2.8577154209548223 39.49412528334516)
AG/196,ES REVELLAR,Agroturisme,Allotjaments,4 estrelles,24/02/2010,Alta,CAMPOS,Campos,"Finca CAMÍ DES REVELLAR, S/N, KM 3.70, POLIGON 4 PARCEL·LA 74, S/N. 07630 CAMPOS, Mallorca",,,26,13,"FINEQUIPO, SL (A40003360)",
AG/198,ES QUATRE CANTONS,Agroturisme,Allotjaments,,03/03/2010,Alta,BINISSALEM,Binissalem,"POLIGON 3, PARCEL·LES 81, 82, S/N. 07350 BINISSALEM, Mallorca","487,841.5","4,390,443.15",28,14,AGROMAS SAT (F07330426),POINT (2.858254501242185 39.66371132551563)
AG/2,CAN FAVETA,Agroturisme,Allotjaments,,30/06/1992,Alta,ALCÚDIA,Alcúdia,"Carretera PALMA-ALCUDIA. KM 44, POLÍGON 6 PARCEL·LA 590, S/N. 07400 ALCÚDIA, Mallorca","504,577.5","4,408,062.91",12,6,CAN FAVETA ENT. SPJ (E67904094)  des de 03/10/2022,POINT (3.0534878053456596 39.822543107614784)
AG/20,SON VERD,Agroturisme,Allotjaments,,04/02/1994,Alta,MANACOR,Manacor,"MANACOR-COLONIA DE SANT PERE, KM 11,9, S/N. 07500 MANACOR, Mallorca","519,069.505857","4,390,716.07266",12,3,MIGUEL RIERA ALCOVER,POINT (3.2223223882987604 39.66604415529125)
AG/202,SA COVA,Agroturisme,Allotjaments,,03/03/2010,Alta,MANACOR,Manacor,"POLIGON 2, PARCEL·LES 62 I 190, S/N. 07500 MANACOR, Mallorca","520,228.107134","4,378,375.28807",10,3,"SA COVA, SAT (F07973704)",POINT (3.2354529145639446 39.554822930954884)
AG/204,SON GUARDIOLA,Agroturisme,Allotjaments,,03/03/2010,Alta,LLUCMAJOR,Llucmajor,"POLÍGON 47, PARCEL·LA 36, S/N. 07620 LLUCMAJOR, Mallorca","490,884.96","4,368,418.73",16,8,SON GUARDIOLA SL (B07902091),POINT (2.8940379754919023 39.465298929425884)
AG/205,SOS FERRES DEN MOREY,Agroturisme,Allotjaments,,11/03/2010,Alta,MANACOR,Manacor,"MANACOR-COLONIA DE SAT PERE, KM. 10.7, S/N. 07500 MANACOR, Mallorca","520,560.15","4,391,308.47",12,6,"SOS FERRES MOREY, SL (B57055154)",POINT (3.2397194142208035 39.67134723087627)
AG/206,SES CASES DE FETGET,Agroturisme,Allotjaments,,19/03/2010,Alta,SON SERVERA,Son Servera,"Carretera CRTA. VIEJA SON SERVERA-ARTÀ, KM. 1.5, S/N. 07550 SON SERVERA, Mallorca","530,331.27","4,387,428.26",18,10,"4YOU TURISMO, SL (B42977439)  des de 27/05/2022",POINT (3.3534651875142485 39.636094851867)
AG/207,BINIFORANI NOU,Agroturisme,Allotjaments,,19/11/2010,Alta,BUNYOLA,Bunyola,"POLIGON 8, PARCEL·LES 106,107, S/N. 07110 BUNYOLA, Mallorca","472,454.76","4,397,076.37",16,8,BINIFORANI NOU SL (B07761588),POINT (2.678598587604432 39.72312011946358)
AG/209,SON VALLS,Agroturisme,Allotjaments,,04/02/2011,Alta,FELANITX,Felanitx,"POLIGON 8, PARCEL·LA 131, S/N. 07200 FELANITX, Mallorca","512,798.006841","4,368,947.82471",24,12,ALEXANDER BOCKS (X7169045Z),POINT (3.148786423312522 39.470019500311444)
AG/210,SON BURGUÉS,Agroturisme,Allotjaments,,07/12/2010,Alta,PETRA,Petra,"Polígon 3 Parcel·la 755, 756. 07520 PETRA, Mallorca",,,24,7,"GACARI, SL (B07558281)",
AG/211,SON SIMO VELL,Agroturisme,Allotjaments,,17/01/2011,Alta,ALCÚDIA,Alcúdia,"Polígon 6, PARCEL·LA 591. ALCÚDIA, Mallorca","504,577.36","4,407,833.84",16,8,"DESTILERIAS SANTA MARIA, SL (B07086747)",POINT (3.0534845693425434 39.820479169986754)
AG/212,FINCA SA CANOVA,Agroturisme,Allotjaments,,09/05/2011,Alta,CAMPOS,Campos,"Carretera LLUCMAJOR - CAMPOS, KM. 33,6, S/N. 07630 CAMPOS, Mallorca","498,032.4187","4,366,221.29598",32,12,"HURSTHAVER ENTERPRISES, SL (B06999577)  des de 12/07/2021",POINT (2.977133396699502 39.44554464427379)
AG/213,SA PLETASSA,Agroturisme,Allotjaments,,19/10/2011,Alta,FELANITX,Felanitx,"Polígon 31, PARCEL·LA 174 - SA PLETASSA. 07669 FELANITX, Mallorca","519,767.77","4,361,852.21",20,10,RÖSTIZZERIA GMBH SUCURSAL EN ESPAÑA (W0393058C),POINT (3.2296046477000497 39.40595181964996)
AG/214,SON MOLA VELL,Agroturisme,Allotjaments,,12/03/2012,Alta,MANACOR,Son Macià,"SON MACIA - CALES DE MALLORCA, 60. 07509 Son Macià, MANACOR, Mallorca","520,228.107134","4,378,375.28807",26,13,"NEUE WEGE ESPAÑA, SLU (B57985798)",POINT (3.2354529145639446 39.554822930954884)
AG/215,CAN ESTADES,Agroturisme,Allotjaments,,15/02/2012,Alta,CALVIÀ,Calvià,"DE SON PILLO (POL. 15, PARC. 291), 15. 07184 CALVIÀ, Mallorca","457,739.242598","4,378,054.93211",25,12,"AZ SUEÑO HOTEL, SL (B57739609)",POINT (2.508116433227934 39.55113401914699)
AG/217,AGROTURISMO CORAZÓN,Agroturisme,Allotjaments,,14/12/2012,Alta,SÓLLER,Sóller,"Carretera SOLLER - DEIA, POLÍGON 1, PARCEL·LES 415, 417 I 424, S/N. 07100 SÓLLER, Mallorca","472,322.36","4,402,654.71",30,14,"AGROTURISMO CORAZON, SL (B16909368)  des de 29/04/2022",POINT (2.6768189976389793 39.77337696409078)
AG/218,SA BASSA PLANA,Agroturisme,Allotjaments,,16/11/2012,Alta,LLUCMAJOR,Llucmajor,"CABO BLANCO, KM. 25,4, S/N. 07600 LLUCMAJOR, Mallorca","487,206.987059","4,366,737.53342",112,56,SA BASSA PLANA SL (B07851108),POINT (2.851314014292604 39.45010349502444)
AG/219,SA ROTA DE CAN CASETES,Agroturisme,Allotjaments,,27/12/2012,Alta,SELVA,Caimari,"Carretera LLUCH, S/N. 07314 Caimari, SELVA, Mallorca","491,314.685871","4,402,554.18922",8,4,"INVERSIONES REKACHA, SLU (B83874537)  des de 28/07/2021",POINT (2.8985856206857394 39.77287690423707)
AG/22,S'HORT D'ES TURO,Agroturisme,Allotjaments,,22/02/1994,Alta,SES SALINES,Colònia De Sant Jordi,"Carretera SES SALINES.COL.SANT JORDI, KM.2,5, S/N. 07640 Colònia De Sant Jordi, SES SALINES, Mallorca","501,619","4,353,517.07",12,6,S'HORT DES TURO CB (E07684368)  des de 25/04/2020,POINT (3.0187847854238594 39.331070709263905)
AG/220,SON TUGORES,Agroturisme,Allotjaments,,27/12/2012,Alta,ESPORLES,Esporles,"PALMA -VALLDEMOSSA, KM 10,2, S/N. 07190 ESPORLES, Mallorca","464,564.515364","4,390,412.85206",16,8,AGRICOLA DE PROMOCIONES SA (A07032295),POINT (2.5868942261332446 39.66279015155921)
AG/221,ES PUJOL AGROTURISME,Agroturisme,Allotjaments,,27/12/2012,Alta,SANTANYÍ,Alqueria Blanca,"Polígon 9, PARC 1091. 07691 Alqueria Blanca, SANTANYÍ, Mallorca","515,015.57","4,360,807.92",26,8,Jose Miguel Segurado Parera des de 23/10/2018,POINT (3.1743842084667855 39.39663788178239)
AG/223,CAN CARRO,Agroturisme,Allotjaments,,19/03/2014,Alta,CAMPOS,Campos,"Polígon 1, PARC 121. 07630 CAMPOS, Mallorca","495,300.17","4,362,309.48",11,4,NATALIE SCHULER SAONA,POINT (2.945407592802894 39.4102859088235)
AG/224,ALQUERIA S'ERMITA,Agroturisme,Allotjaments,,14/12/2012,Alta,CAMPOS,Campos,"Polígon 15, PARC 234, 267, CARRETERA DE LA COLONIA KM 1.8. 07630 CAMPOS, Mallorca","503,073.91","4,361,789.01",16,8,SKINNY DIPPERS MALLORCA S.L. (B57909681),POINT (3.035703616187613 39.405603427419656)
AG/225,SON SALAS,Agroturisme,Allotjaments,,24/12/2012,Alta,SÓLLER,Sóller,"DE SON SALAS, 58. 07100 SÓLLER, Mallorca",,,18,9,MARRUTXO SL (B07044399),
AG/226,S'HORT DE CAN CARRIO,Agroturisme,Allotjaments,,17/01/2013,Alta,SES SALINES,Salines (Les),"Camí DE CAS PERETS, 2. 07640 Salines (Les), SES SALINES, Mallorca","506,204.99","4,356,072.52",14,7,"FINCA S'HORT DE CAN CARRIÓ, SL (B02780468)  des de 17/02/2021",POINT (3.0720182936484473 39.35407665785039)
AG/227,FINCA SON JORBO,Agroturisme,Allotjaments,,07/03/2013,Alta,PORRERES,Porreres,"Polígon 17, PARCEL·LA 560. 07260 PORRERES, Mallorca","502,644.478605","4,373,072.21326",11,5,FINCA SON JORBO SL (B57252785),POINT (3.0307604630394986 39.50727382181772)
AG/229,S'HORT DE MONNABER,Agroturisme,Allotjaments,,04/03/2016,Alta,CAMPANET,Campanet,"FINCA MONNABER NOU S/N. POL. 10 PARC. 191, S/N. 07310 CAMPANET, Mallorca",,,42,19,"S'HORT DE MONNABER, SL (B07886021)",
AG/230,CAN PATRO,Agroturisme,Allotjaments,,19/03/2013,Alta,MANACOR,Manacor,"Polígon 33, PARC 29. 07500 MANACOR, Mallorca","520,493.78","4,376,455.07",16,8,"CAN PATRO, SL (B57010191)",POINT (3.2384860578331502 39.53751463211631)
AG/231,SON MICO,Agroturisme,Allotjaments,,31/05/2013,Alta,SÓLLER,Sóller,"Polígon 5, PARC 598, CTRA. M-10, KM 56'7. 07100 SÓLLER, Mallorca","472,265.32","4,402,458.23",8,4,"SON MICO, CB (E57753154)",POINT (2.6761612693340213 39.771604820207195)
AG/232,SA BARRALA NOVA,Agroturisme,Allotjaments,,31/05/2013,Alta,CAMPOS,Campos,"Polígon 286, 21, PARCELA. 07630 CAMPOS, Mallorca","498,499.6","4,356,761.75",10,20,"ES FIGUERAL GRAN, SL (B57038804)",POINT (2.982584040663259 39.36030815296809)
AG/233,FINCA SON BAUZANET,Agroturisme,Allotjaments,,04/07/2013,Alta,PALMA,Palma,"SON BAUZANET, S/N, POLÍGON 9 PARCEL·LA 14, S/N. 07010 PALMA, Mallorca","475,516.623598","4,376,739.02387",6,12,AMPARO ISABEL RODRÍGUEZ FERNÁNDEZ,POINT (2.71507705467386 39.53996864972263)
AG/235,ES MITJA FONDO,Agroturisme,Allotjaments,,02/08/2013,Alta,INCA,Inca,"INCA-LLUBI KM. 5,6, POLÍGON 6 PARCEL·LA 158, S/N. 07300 INCA, Mallorca","495,042.931483","4,395,763.92757",4,2,CONSTRUCCIONES PERELLÓ 3001 SLU (B57103319),POINT (2.942169748128682 39.7117251639478)
AG/236,SON HORTOLÀ,Agroturisme,Allotjaments,,06/08/2013,Alta,CALVIÀ,Capdellà (El),"Polígon 3 PARCEL·LA 145. 07196 Capdellà (El), CALVIÀ, Mallorca","454,149.67","4,382,367.95",4,2,"PUNTO INTERMEDIO, SL (B87891578)",POINT (2.466040112608284 39.58981033735605)
AG/237,SON CALCO,Agroturisme,Allotjaments,,07/08/2013,Alta,CAMPOS,Campos,"Polígon 14 PARCEL·LA 18. 07630 CAMPOS, Mallorca","504,902.04","4,361,367.93",6,3,ISABEL MARIA FERRER MAS,POINT (3.0569343432297584 39.40180073673606)
AG/238,CAN PAULINO,Agroturisme,Allotjaments,,30/08/2013,Alta,LLUCMAJOR,Llucmajor,"Polígon 10, PARCEL·LA 60, 61, 62 I 76,  CAMÍ VELL D'ALGAIDA. 07620 LLUCMAJOR, Mallorca","489,113.41","4,374,259.9",12,5,"EL HOGAR DEL CABALLO, SL. (B57476699)",POINT (2.8733483532927337 39.51791062720263)
AG/239,SON AMETLER,Agroturisme,Allotjaments,,13/08/2013,Alta,SELVA,Moscari,"Carrer SON RIERA, S/N, POL. 18 PARC. 147, S/N. 07314 Moscari, SELVA, Mallorca","493,115.35","4,402,523.83",26,13,FONDO DE ARDILLA S.L. (B57414682),POINT (2.9196114355919764 39.77261983043411)
AG/24,SES CASES VELLES DE FORMENTOR,Agroturisme,Allotjaments,,01/03/1994,Alta,POLLENÇA,Port De Pollença,"PTO POLLENSA-FORMENTOR,KM9,5, S/N. 07470 POLLENÇA, Mallorca","507,943.06158","4,417,931.64262",12,6,INMOBILIARIA FORMENTOR SA (A07010937),POINT (3.0929340420964633 39.91143557922511)
AG/241,AGROTURISME SES ILLES,Agroturisme,Allotjaments,,22/08/2016,Alta,INCA,Inca,"Polígon DISEMINADOS, POLIGONO 4 PARCELA 105. 07300 INCA, Mallorca",,,22,11,AGROTURISME SES ILLES (E01810738)  des de 23/11/2020,
AG/243,SON VISCOS,Agroturisme,Allotjaments,,30/09/2013,Alta,VALLDEMOSSA,Valldemossa,"VELL DE VALLDEMOSSA,  SON VISCOS S/N, S/N. 07170 VALLDEMOSSA, Mallorca","468,058.770868","4,395,031.83283",10,5,THE ISLAND COMPANY SL (B61258927),POINT (2.627405692983771 39.70454539738094)
AG/245,CASA RURAL SA CAMPANETA,Agroturisme,Allotjaments,,15/04/2014,Alta,PUIGPUNYENT,Puigpunyent,"PUIGPUNYENT-ESPORLES KM.4,5, POL. 2 PARCEL·LA 174, S/N. 07194 PUIGPUNYENT, Mallorca","459,226.39","4,389,302.02",10,5,AGROTURISME SA CAMPANETA SL (B57974487),POINT (2.524732962713148 39.65254351182834)
AG/246,SA GRUTA VELLA,Agroturisme,Allotjaments,,29/01/2014,Alta,MANACOR,Portocristo,"DE SA GRUTA, POLIGON, 11, PARCELA 84, S/N. 07680 Portocristo, MANACOR, Mallorca","529,236.82","4,380,463.66",16,8,TOMAS SUREDA UMBERT,POINT (3.340403846732267 39.57338010988617)
AG/247,CAN GRAU,Agroturisme,Allotjaments,,29/01/2014,Alta,SENCELLES,Sencelles,"SON LLUNY, S/N POL. 4 PARC. 30, S/N. 07140 SENCELLES, Mallorca","491,904.45","4,391,950.98",34,12,JUAN SOLIVELLAS BERROCAL,POINT (2.9056023786108245 39.67734548046889)
AG/248,CAN PINA,Agroturisme,Allotjaments,,23/04/2014,Alta,COSTITX,Costitx,"GORG, S/N POL. 2 PARC. 174 I 175, S/N. 07144 COSTITX, Mallorca","495,652.819697","4,389,515.11308",17,5,"PUNTA DE SA CRESTA, S.L. (B57047896)",POINT (2.949326005633896 39.65542484436856)
AG/249,SON NIELL,Agroturisme,Allotjaments,,27/01/2014,Alta,MARIA DE LA SALUT,Maria De La Salut,"SON NIELL, S/N, S/N. 07519 MARIA DE LA SALUT, Mallorca","508,108.074464","4,391,630.18132",6,3,CATALINA CARBONELL COLOMBRAN,POINT (3.0945397212864143 39.674454870756925)
AG/251,LOS NARANJOS,Agroturisme,Allotjaments,,18/02/2014,Alta,PALMA,Palma,"Camí DESTRE, 61, FINCA LOS NARANJOS (SON SARDINA), S/N. 07120 PALMA, Mallorca","470,871.069855","4,387,362.73809",22,11,AGROTURISMO TARONGERAR  SL (B07899115),POINT (2.660548919285385 39.63554627404074)
AG/252,BINISSATI VELL,Agroturisme,Allotjaments,,03/04/2014,Alta,INCA,Inca,"Polígon 7. PARCELA, 689. 07300 INCA, Mallorca","495,042.931483","4,395,763.92757",8,5,BARTOLOME SIQUIER TORRES,POINT (2.942169748128682 39.7117251639478)
AG/253,CAN CAPITA,Agroturisme,Allotjaments,3 estrelles Superior,26/03/2014,Alta,ARIANY,Ariany,"Polígon 5 Parcel·la 302. 07529 ARIANY, Mallorca",,,22,10,"HORT CAN CAPITÀ, SL (B67738716)  des de 02/02/2022",
AG/254,FINCA CAN COREM,Agroturisme,Allotjaments,,26/05/2014,Alta,CAMPOS,Campos,"Polígon ,6, PARCELA Nº 354. 07630 CAMPOS, Mallorca","498,920.18","4,366,826.59",27,8,Nathalie Andrea  Theresa Korcz (X2970158F),POINT (2.987449696454655 39.451000314597756)
AG/255,FINCA ES CABÀS,Agroturisme,Allotjaments,,12/05/2014,Alta,SANTA MARIA DEL CAMÍ,Santa Maria Del Camí,"Carretera VIEJA DE BUNYOLA, KM. 2,4(QUARTER 5, PARCELA 259), S/N. 07320 SANTA MARIA DEL CAMÍ, Mallorca","478,732.233003","4,389,864.15525",26,12,ES CABÀS S.L. (B07963812),POINT (2.7520767645714526 39.6583162852)
AG/256,L'ULLAL,Agroturisme,Allotjaments,,04/12/2014,Alta,POLLENÇA,Port De Pollença,"Carretera MA 2220 - KM. 59,8-L'ULLAL ANTIGUA ETV, S/N. 07460 Port De Pollença, POLLENÇA, Mallorca","506,356.893344","4,416,865,158",36,7,"EDIFICACIONES VIAL, S.A. (A07083728)",POINT (-177.06085361399704 20.215651657833845)
AG/257,SON FORTEZA,Agroturisme,Allotjaments,,22/12/2014,Alta,MANACOR,Manacor,"Polígon 20 PARCELA 07 I PARTE DE PARCELA 03. 07500 MANACOR, Mallorca","523,747.18","4,373,239.41",10,5,SALVADOR GRIMALT LLULL,POINT (3.276230669158698 39.508456277870266)
AG/259,SON BIELÓ,Agroturisme,Allotjaments,,20/01/2015,Alta,LLUCMAJOR,Llucmajor,"Polígon 25 PARCEL·LA 13. 07639 LLUCMAJOR, Mallorca","493,296.3","4,358,761.2",4,2,BARTOLOME SEGUI VERGER,POINT (2.9221665391506577 39.37830003874218)
AG/260,SON TIRANO NOU,Agroturisme,Allotjaments,,22/12/2014,Alta,MANACOR,Manacor,"Camí DE LES TALAIOLES (POL. 30, PARCEL.LA 117), S/N. 07500 MANACOR, Mallorca","521,992.73","4,378,317.17",22,7,"GREEN LIFE WELLNESS, SL (B76341676)  des de 02/05/2022",POINT (3.2559908187814304 39.554255838891244)
AG/261,SON GREC PETIT RESORT,Agroturisme,Allotjaments,4 estrelles Superior,02/02/2015,Alta,SÓLLER,Sóller,"Polígon 4, PARCEL·LA 315 I POLÍGON 5, PARCEL·LA 255. 07100 SÓLLER, Mallorca","475,586.62","4,402,716.03",28,14,DORTI SL (B07172596),POINT (2.7149317352055515 39.77402933454232)
AG/262,FINCA SON MIR,Agroturisme,Allotjaments,,17/02/2015,Alta,PALMA,Palma,"Carretera VIEJA DE SINEU KM 7,250, S/N. 07198 PALMA, Mallorca","478,794.039558","4,381,971.46109",9,4,"INVERSIONES KIPE, SL (B31267404)",POINT (2.753050147760777 39.58720222712329)
AG/263,SON COLLELL,Agroturisme,Allotjaments,,26/02/2015,Alta,MONTUÏRI,Montuïri,"MANACOR P.K. 31 - POLIGONO 11 PARCELA 997, S/N. 07230 MONTUÏRI, Mallorca","500,777.372401","4,378,907.96891",12,5,JOSE FRANCISCO CONRADO DE VILLALONGA,POINT (3.0090491876408505 39.55986078553793)
AG/265,ES ROSSELLS,Agroturisme,Allotjaments,,30/03/2015,Alta,FELANITX,Cas Concos Del Cavaller,"Polígon 143, 40, PARCEL·LA 165. VOLTA 3. 07208 Cas Concos Del Cavaller, FELANITX, Mallorca","508,246.08","4,362,487.43",6,3,JOSE FRANCISCO OBRADOR RAMIS DE AYREFLOR,POINT (3.0957871815125064 39.41186274199811)
AG/267,MOREYO VEY,Agroturisme,Allotjaments,,30/03/2015,Alta,SENCELLES,Biniali,"Polígon 12, PARC 49. 07143 Biniali, SENCELLES, Mallorca","488,974.1","4,386,949.26",12,3,JOSE SIQUIER SAMPOL,POINT (2.8715167594900572 39.632245592587566)
AG/269,CAS CABO NOU,Agroturisme,Allotjaments,,15/04/2015,Alta,SANT LLORENÇ DES CARDASSAR,Sant Llorenç Del Cardassar,"CAS CABO, POLIGON 3, PARC 852-609-610, S/N. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca","526,209.135326","4,385,324.10097",16,8,"Sansó Explotacions, SL (B57725962)",POINT (3.3053452748221006 39.61727207408541)
AG/27,SIERRA DE ALFABIA,Agroturisme,Allotjaments,,19/04/1994,Alta,BUNYOLA,Bunyola,"PALMA - SOLLER, KM.20, S/N. 07110 BUNYOLA, Mallorca","473,624.962296","4,397,020.79377",6,2,JUAN MORELL FERNANDEZ,POINT (2.6922546954645545 39.722656367415176)
AG/270,S'ARBOÇAR,Agroturisme,Allotjaments,,15/04/2015,Alta,SANT LLORENÇ DES CARDASSAR,Sant Llorenç Del Cardassar,"Polígon 8, PARCEL·LA 507. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca","526,209.135326","4,385,324.10097",29,10,HERMANOS DOMENGE SANCHO S.L. (B07659501),POINT (3.3053452748221006 39.61727207408541)
AG/271,SA VINYA DES CONVENT,Agroturisme,Allotjaments,4 estrelles,15/04/2015,Alta,INCA,Inca,"Polígon 12 PARCEL·LA 401. 07300 INCA, Mallorca","492,957.71","4,396,313.6",30,15,EXPLOTACION HOTELERA CALA MILLOR SL (B07676836),POINT (2.9178372399078945 39.7166631791445)
AG/272,SA NAU,Agroturisme,Allotjaments,,11/05/2015,Alta,FELANITX,Felanitx,"Polígon 11, 32 PARCELA. 07200 FELANITX, Mallorca","519,264.56","4,364,502.64",48,16,HABITAT 70 SA (A07126469)  des de 04/05/2021,POINT (3.2238362211000067 39.429845278416856)
AG/273,BINI GRAN,Agroturisme,Allotjaments,,13/10/2015,Alta,ESCORCA,Cala Tuent,"Polígon 4, PARC 58, 59, 60, CARRETERA MA, KM 38. 07315 Cala Tuent, ESCORCA, Mallorca","481,984.22","4,407,720.12",2,1,ANTONIA BISBAL COLOM,POINT (2.7894967709197966 39.8192759207326)
AG/275,SON PESCA VELL,Agroturisme,Allotjaments,,20/05/2015,Alta,CAMPOS,Campos,"DE SA COMUNA. POLIGON 7, PARCEL.LA 410, S/N. 07630 CAMPOS, Mallorca","500,156.85","4,367,967.4",2,1,DANIEL DANES SOLER,POINT (3.001823271164732 39.46128041656598)
AG/276,SA CASETA DE SES VAQUES SON COVAS,Agroturisme,Allotjaments,,28/08/2015,Alta,CAMPOS,Campos,"Polígon 16, PARC 499. 07630 CAMPOS, Mallorca","501,873.92","4,357,450.48",8,2,"FORMATGES BURGUERA, SAT BA-71 (G57313157)",POINT (3.021753534064331 39.366513426827)
AG/277,SES ROTES,Agroturisme,Allotjaments,,27/08/2015,Alta,ESPORLES,Esporles,"Carretera S'ESGLAIETA-ESPORLES KM 2.4, S/N. 07190 ESPORLES, Mallorca","464,564.515364","4,390,412.85206",3,5,"GANADERIA SES PLANES, S.L.U (B07720394)  des de 21/11/2018",POINT (2.5868942261332446 39.66279015155921)
AG/279,SA CANOVETA,Agroturisme,Allotjaments,,28/09/2015,Alta,CAMPOS,Campos,"CAMPOS - COLONIA DE SANT JORDI, KM 7'1, S/N. 07630 CAMPOS, Mallorca",,,12,4,ILLA DIVINA SL (B57847428),
AG/28,HONOR VELL,Agroturisme,Allotjaments,,25/05/1994,Alta,BUNYOLA,Bunyola,"BUNYOLA-ORIENT,KM.4'600, S/N. 07110 BUNYOLA, Mallorca","476,049.76","4,397,268.64",12,7,HONOR VELL SL (B07964844),POINT (2.7205380135257036 39.72496104021906)
AG/280,MARICEL,Agroturisme,Allotjaments,,09/10/2015,Baixa temporal,FELANITX,Son Mesquida,"Carrer SEGONA VOLTA 76 POLÍGON 50 PARCEL·LA 350, S/N. 07209 Son Mesquida, FELANITX, Mallorca","509,486.45","4,368,918.75",4,2,FRANCISCO MANRESA MONTSERRAT,POINT (3.11028675754673 39.46980040310729)
AG/281,FINCA SON MIRANDA,Agroturisme,Allotjaments,,13/10/2015,Alta,SENCELLES,Sencelles,"Polígon 2, PARCEL.LA 24. 07140 SENCELLES, Mallorca","491,252.027815","4,387,853.68653",14,5,"SON MIRANDA AGROTURISMO, SL (B87743985)  des de 04/11/2021",POINT (2.898049120030565 39.64042112234811)
AG/282,FINCA SON AMORA,Agroturisme,Allotjaments,,23/10/2015,Alta,PALMA,Son Ferriol,"Avinguda DEL CID, S/N. 07198 Son Ferriol, PALMA, Mallorca","475,636.188179","4,380,920.06213",12,6,GERMANS JAUME TUGORES CB (E07697675),POINT (2.7163150324776963 39.57764479272317)
AG/283,CAN PERE REI,Agroturisme,Allotjaments,,23/10/2015,Alta,SANTA MARGALIDA,Son Serra De Marina,"Polígon 11 PARCEL·LA 18. Son Serra De Marina, SANTA MARGALIDA, Mallorca","513,259.087971","4,396,805.83895",49,9,SON CORV 2014 S.L (B57896177),POINT (3.1547041808455867 39.721024371607015)
AG/284,FINCA COMASEMA,Agroturisme,Allotjaments,,23/10/2013,Alta,BUNYOLA,Orient,"COMASEMA, S/N. 07349 Orient, BUNYOLA, Mallorca","480,748.87","4,400,372.91",10,5,"FINCA COMASSEMA,SL (B07278997)",POINT (2.7752780385771185 39.75304998412941)
AG/285,SON RAMONET PETIT,Agroturisme,Allotjaments,,22/08/2016,Alta,FELANITX,Felanitx,"Polígon 52 PARCEL-LES 10,11,27 I 93 POLIGON 60 PARCEL-LES 311. FELANITX, Mallorca",,,8,3,MARGALIDA OBRADOR ROSSELLO,
AG/286,SA BARRALA,Agroturisme,Allotjaments,,09/12/2015,Alta,CAMPOS,Campos,"SA BARRALA S/N (POL. 21 PARC. 230 I POL. 17 PARC 347), S/N. 07630 CAMPOS, Mallorca",,,10,3,"SA BARRALA, SL (B57061210)",
AG/287,ANTONIAS FINCA AGROTURISMO,Agroturisme,Allotjaments,,09/12/2015,Alta,SANTA MARIA DEL CAMÍ,Santa Maria Del Camí,"Polígon 4 PARCEL·LES 457-379-459 I 479. 07320 SANTA MARIA DEL CAMÍ, Mallorca","480,456.262624","4,390,503.02734",20,10,"DOING STRATEGIES, SL (B66991928)  des de 09/06/2023",POINT (2.772155114912518 39.664113848059394)
AG/288,CA'N QUATRE,Agroturisme,Allotjaments,,12/02/2016,Alta,SÓLLER,Sóller,"DE LA VILLALONGA, S/N, POL. 4, PARCEL.LES 445 Y 442, S/N. 07100 SÓLLER, Mallorca",,,20,10,CA'N TONI CASTAÑER SL (B57600785),
AG/289,ES RAFAL NOU,Agroturisme,Allotjaments,,12/02/2016,Alta,MANACOR,Manacor,"Polígon 25, PARCEL·LA 1262, CAMÍ DE SON FANGOS. 07500 MANACOR, Mallorca",,,12,6,"EXPLOTACIONS TURISTIQUES SA BASSA NOVA, S.L. (B57369886)",
